"site","title","url","all_types","nonobs"
"kp.ua","СМИ опубликовали полный ""список Бабченко"" из 47 фамилий. Бабченко в нем нет - Новости на KP.UA","https://kp.ua/politics/609761-smy-opublykovaly-polnyi-spysok-babchenko-yz-47-famylyi-babchenko-v-nem-net","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"bykvu.com","Джемилев заявил о проблемах с водой в Крыму, а его за это назвали ""жалким карликом""","http://bykvu.com/bukvy/92668-dzhemilev-zayavil-o-problemakh-s-vodoj-v-krymu-a-ego-za-eto-nazvali-zhalkim-karlikom","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"strana.ua","В Службе внешней разведки прокомментировали сотрудничество с Германом по делу Бабченко","http://strana.ua/news/144863-v-sluzhbe-vneshnej-razvedki-oproverhli-prichastnost-k-spetssluzhbe-podozrevaemoho-v-orhanizatsii-ubijstva-babchenko-hermana.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"kp.ua","Нашествие бабочек на столицу: откуда аномалия и как повлияет на экологию - Новости на KP.UA","https://kp.ua/citynews/609763-nashestvye-babochek-na-stolytsu-otkuda-anomalyia-y-kak-povlyiaet-na-ekolohyui","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"strana.ua","Порошенко назвал обоснованными методы СБУ в деле с ""воскрешением"" Бабченко","http://strana.ua/news/144862-prezident-ukrainy-petr-poroshenko-solidaren-s-sbu-v-metodakh-ispolzovannykh-v-dele-mnimoho-ubijstva-zhurnalista-arkadija-babchenko.html","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"obozrevatel.com","Гороскоп на 6 июня 2018 по картам Таро, гороскоп на завтра, Обозреватель","https://www.obozrevatel.com/society/goroskop-na-6-iyunya-po-kartam-taro.htm","Недостовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
"strana.ua","В Одессе неизвестные ударили ножом в ягодицу ""автомайдановца"" Устименко","http://strana.ua/news/144882-v-odesse-na-aktivista-avtomajdana-napali-s-nozhom-on-ranen-v-bedro.html","Достовірна новина;Маніпулятивний заголовок","Маніпулятивний заголовок"
"ukranews.com","Депутат Рады Рабинович прогнал от своего офиса уличную кофейню | Українські Новини","http://ukranews.com/news/567018-deputat-rady-rabynovych-prognal-ot-svoego-ofysa-ulychnuyu-kofeynyu","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"znaj.ua","Попередьте близьких: шахраї випробували підлу схему на пенсіонерах|znaj.ua","http://znaj.ua/society/poperedte-blyzkyh-shahrayi-vyprobuvaly-pidlu-shemu-na-pensionerah","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Маніпулятивний заголовок"
"lenta.ru","Девушек оденут в ""полуголые"" джинсы: Стиль: Ценности: Lenta.ru","http://lenta.ru/news/2018/06/05/meshjeans/","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"politeka.net","Бои на Донбассе: морги переполнены, источник рассказал об успехах ВСУ. Politeka","https://politeka.net/news/regions/662900-boi-na-donbasse-morgi-perepolneny-istochnik-rasskazal-ob-uspehah-vsu/","Ненадійне джерело інформації;Маніпулятивний заголовок","Маніпулятивний заголовок"
"strana.ua","""Вы не поверите"". Вакарчук вернулся из США и прокомментировал свое участие в выборах президента","http://strana.ua/news/144901-lider-okeana-elzy-svjatoslav-vakarchuk-vernulsja-iz-ssha-i-prokommentiroval-vej-uchastie-v-vyborakh-prezidenta.html","Достовірна новина;Маніпуляції з емоціями","Маніпуляції з емоціями"
